date,contributor_type,contributor_names,contributor_severity
2019-01-25,Grass,,0
2019-01-25,Weeds,"SHEEP SORREL, RAGWEED",10
2019-01-29,Trees,ELM,3.3333333333333
2019-01-29,Grass,,0
2019-01-29,Weeds,,0
2019-01-30,Trees,,1.6666666666667
2019-01-30,Grass,,0
2019-01-30,Weeds,,0
2019-01-31,Trees,,1.6666666666667
2019-01-31,Grass,,0
2019-01-31,Weeds,,0
2019-02-01,Trees,,1.6666666666667
2019-02-01,Grass,,0
2019-02-01,Weeds,,0
2019-02-04,Trees,,0
2019-02-04,Grass,,0
2019-02-04,Weeds,,0
2019-02-05,Trees,"ALDER, JUNIPER, ELM, BIRCH, MAPLE",41
2019-02-05,Grass,,0
2019-02-05,Weeds,NETTLE,2.5
2019-02-06,Trees,"JUNIPER, ALDER, ELM, BIRCH, MAPLE",52.996453900709
2019-02-06,Grass,,0
2019-02-06,Weeds,RAGWEED,2.5
2019-02-07,Trees,"JUNIPER, ALDER, ELM, MAPLE, PINE",52.730496453901
2019-02-07,Grass,,0
2019-02-07,Weeds,,0
2019-02-08,Trees,"JUNIPER, ELM, ALDER, PINE, MAPLE",61.400709219858
2019-02-08,Grass,,0
2019-02-08,Weeds,SHEEP SORREL,7.5
2019-02-11,Trees,"JUNIPER, ELM, PINE",21.666666666667
2019-02-11,Grass,,0
2019-02-11,Weeds,,0
2019-02-12,Trees,"JUNIPER, PINE",3.3333333333333
2019-02-12,Grass,,0
2019-02-12,Weeds,,0
2019-02-13,Trees,"ELM, JUNIPER, ALDER, MAPLE, BIRCH",57.925531914894
2019-02-13,Grass,,0
2019-02-13,Weeds,,0
2019-02-14,Trees,"ELM, JUNIPER, MAPLE, PINE, ALDER",52.553191489362
2019-02-14,Grass,,0
2019-02-14,Weeds,,0
2019-02-15,Trees,"JUNIPER, ELM, PINE, MAPLE, HICKORY",50.195035460993
2019-02-15,Grass,,0
2019-02-15,Weeds,SHEEP SORREL,2.5
2019-02-18,Trees,"ELM, JUNIPER",6.6666666666667
2019-02-18,Grass,,0
2019-02-18,Weeds,,0
2019-02-19,Trees,"JUNIPER, ELM, MAPLE, ALDER",68.280141843972
2019-02-19,Grass,,0
2019-02-19,Weeds,SHEEP SORREL,10
2019-02-20,Trees,"JUNIPER, PINE",3.3333333333333
2019-02-20,Grass,,0
2019-02-20,Weeds,,0
2019-02-21,Trees,,0
2019-02-21,Grass,,0
2019-02-21,Weeds,,0
2019-02-22,Trees,ELM,3.3333333333333
2019-02-22,Grass,,0
2019-02-22,Weeds,,0
2019-02-25,Trees,"JUNIPER, ELM, MAPLE, BIRCH, ALDER",57.81914893617
2019-02-25,Grass,Grass,28.333333333333
2019-02-25,Weeds,,0
2019-02-26,Trees,"JUNIPER, ELM, MAPLE",50.478723404255
2019-02-26,Grass,Grass,28.333333333333
2019-02-26,Weeds,,0
2019-02-27,Trees,"JUNIPER, PINE, MAPLE, OAK, ELM",51.524822695035
2019-02-27,Grass,Grass,20
2019-02-27,Weeds,,0
2019-02-28,Trees,"OAK, JUNIPER, MAPLE, PINE, WILLOW",44
2019-02-28,Grass,,0
2019-02-28,Weeds,,0
2019-03-01,Trees,"MAPLE, OAK, JUNIPER, SYCAMORE, HACKBERRY",34.333333333333
2019-03-01,Grass,Grass,5
2019-03-01,Weeds,,0
2019-03-04,Trees,"JUNIPER, PINE, ELM, WILLOW, MAPLE",32.333333333333
2019-03-04,Grass,,0
2019-03-04,Weeds,,0
2019-03-05,Trees,"JUNIPER, ELM, PINE, MAPLE",35.333333333333
2019-03-05,Grass,,0
2019-03-05,Weeds,,0
2019-03-06,Trees,"JUNIPER, PINE, OAK, ELM, WALNUT",37
2019-03-06,Grass,,0
2019-03-06,Weeds,,0
2019-03-07,Trees,"ELM, JUNIPER, OAK",11.666666666667
2019-03-07,Grass,Grass,5
2019-03-07,Weeds,,0
2019-03-08,Trees,"PINE, OAK, JUNIPER, SWEET GUM, WILLOW",29.333333333333
2019-03-08,Grass,,0
2019-03-08,Weeds,,0
2019-03-11,Trees,"JUNIPER, ELM, PINE, MAPLE, OAK",27
2019-03-11,Grass,,0
2019-03-11,Weeds,CATTAIL,2.5
2019-03-12,Trees,"JUNIPER, PINE, MAPLE, COTTONWOOD, WILLOW",29.333333333333
2019-03-12,Grass,Grass,5
2019-03-12,Weeds,,0
2019-03-13,Trees,"PINE, JUNIPER, OAK, HACKBERRY, COTTONWOOD",51.081560283688
2019-03-13,Grass,,0
2019-03-13,Weeds,,0
2019-03-14,Trees,"OAK, PINE, SWEET GUM, JUNIPER, COTTONWOOD",50.797872340426
2019-03-14,Grass,,0
2019-03-14,Weeds,"SHEEP SORREL, CATTAIL, MUGWORT",10
2019-03-15,Trees,"PINE, OAK, SYCAMORE, WILLOW, SWEET GUM",54.078014184397
2019-03-15,Grass,Grass,5
2019-03-15,Weeds,SHEEP SORREL,2.5
2019-03-18,Trees,"PINE, JUNIPER, BIRCH, COTTONWOOD, ELM",27.333333333333
2019-03-18,Grass,Grass,5
2019-03-18,Weeds,,0
2019-03-19,Trees,"JUNIPER, OAK, PINE, WILLOW, COTTONWOOD",30.666666666667
2019-03-19,Grass,Grass,10
2019-03-19,Weeds,SHEEP SORREL,2.5
2019-03-20,Trees,"PINE, JUNIPER, MAPLE, BIRCH, ELM",27.333333333333
2019-03-20,Grass,Grass,5
2019-03-20,Weeds,SHEEP SORREL,2.5
2019-03-21,Trees,"PINE, OAK, BIRCH, COTTONWOOD, HACKBERRY",51.382978723404
2019-03-21,Grass,,0
2019-03-21,Weeds,"CATTAIL, MUGWORT",2.5
2019-03-22,Trees,"PINE, OAK, JUNIPER, HACKBERRY, BIRCH",52.021276595745
2019-03-22,Grass,Grass,10
2019-03-22,Weeds,"CATTAIL, SAGE",5
2019-03-23,Trees,"OAK, PINE, JUNIPER, BIRCH, COTTONWOOD",52.996453900709
2019-03-23,Grass,Grass,35
2019-03-23,Weeds,CATTAIL,5
2019-03-24,Trees,"PINE, OAK, JUNIPER, BIRCH, ELM",53.63475177305
2019-03-24,Grass,Grass,20
2019-03-24,Weeds,SHEEP SORREL,10
2019-03-25,Trees,"PINE, OAK, SWEET GUM, SYCAMORE, BIRCH",88.833333333333
2019-03-25,Grass,,0
2019-03-25,Weeds,SHEEP SORREL,22.5
2019-03-26,Trees,"OAK, PINE, SYCAMORE, HACKBERRY, SWEET GUM",50.833333333333
2019-03-26,Grass,Grass,5
2019-03-26,Weeds,SHEEP SORREL,2.5
2019-03-27,Trees,"PINE, OAK, HACKBERRY, BIRCH, COTTONWOOD",52.145390070922
2019-03-27,Grass,Grass,5
2019-03-27,Weeds,,0
2019-03-28,Trees,"PINE, OAK, HACKBERRY, SWEET GUM, BIRCH",55.975177304965
2019-03-28,Grass,Grass,5
2019-03-28,Weeds,,0
2019-03-29,Trees,"PINE, OAK, SWEET GUM, BIRCH, HACKBERRY",65.248226950355
2019-03-29,Grass,Grass,5
2019-03-29,Weeds,,0
2019-03-30,Trees,"PINE, OAK, SWEET GUM, SYCAMORE, BIRCH",99
2019-03-30,Grass,Grass,20
2019-03-30,Weeds,SHEEP SORREL,22.5
2019-03-31,Trees,"PINE, OAK, SWEET GUM, BIRCH, SYCAMORE",99
2019-03-31,Grass,Grass,45
2019-03-31,Weeds,,0
2019-04-01,Trees,"PINE, OAK, SWEET GUM, HACKBERRY, BIRCH",66.968085106383
2019-04-01,Grass,Grass,10
2019-04-01,Weeds,SHEEP SORREL,2.5
2019-04-02,Trees,"OAK, PINE, SWEET GUM, SYCAMORE, BIRCH",64.060283687943
2019-04-02,Grass,Grass,5
2019-04-02,Weeds,SHEEP SORREL,5
2019-04-03,Trees,"OAK, PINE, SWEET GUM, WILLOW, HACKBERRY",74.875886524823
2019-04-03,Grass,Grass,20
2019-04-03,Weeds,"SHEEP SORREL, CATTAIL",10
