date,contributor_type,contributor_names,contributor_severity
2001-02-23,Trees,"JUNIPER, ELM",5
2001-02-23,Grass,,0
2001-02-23,Weeds,,0
2001-02-26,Trees,"JUNIPER, ELM, BIRCH, OAK, PINE",37.666666666667
2001-02-26,Grass,,0
2001-02-26,Weeds,,0
2001-02-27,Trees,"JUNIPER, ELM, OAK, PINE, COTTONWOOD",50.301418439716
2001-02-27,Grass,,0
2001-02-27,Weeds,,0
2001-02-28,Trees,"JUNIPER, ELM, PINE, ASH, ALDER",33.666666666667
2001-02-28,Grass,,0
2001-02-28,Weeds,,0
2001-03-01,Trees,"JUNIPER, ELM, ASH, MAPLE",31
2001-03-01,Grass,,0
2001-03-01,Weeds,,0
2001-03-02,Trees,"JUNIPER, ELM, PINE, OAK, MAPLE",28.333333333333
2001-03-02,Grass,,0
2001-03-02,Weeds,,0
2001-03-05,Trees,"OAK, MAPLE, JUNIPER, ELM, COTTONWOOD",32
2001-03-05,Grass,,0
2001-03-05,Weeds,,0
2001-03-06,Trees,"JUNIPER, ELM, OAK, BIRCH, ALDER",32.333333333333
2001-03-06,Grass,,0
2001-03-06,Weeds,,0
2001-03-07,Trees,"JUNIPER, ELM, OAK",25.666666666667
2001-03-07,Grass,GRASS,5
2001-03-07,Weeds,RAGWEED,2.5
2001-03-08,Trees,"JUNIPER, ELM, MAPLE, ALDER",13.333333333333
2001-03-08,Grass,,0
2001-03-08,Weeds,,0
2001-03-09,Trees,"JUNIPER, ELM, MAPLE, OAK, PINE",25.666666666667
2001-03-09,Grass,,0
2001-03-09,Weeds,,0
2001-03-12,Trees,"BIRCH, JUNIPER, OAK, PINE, SWEET GUM",50.230496453901
2001-03-12,Grass,GRASS,5
2001-03-12,Weeds,SHEEP SORREL,5
2001-03-13,Trees,"OAK, JUNIPER, SYCAMORE, WALNUT",11.666666666667
2001-03-13,Grass,GRASS,5
2001-03-13,Weeds,,0
2001-03-14,Trees,"OAK, JUNIPER, BIRCH, PINE, ELM",33.333333333333
2001-03-14,Grass,GRASS,5
2001-03-14,Weeds,RAGWEED,2.5
2001-03-15,Trees,"JUNIPER, ELM, COTTONWOOD, MAPLE, OAK",36.666666666667
2001-03-15,Grass,,0
2001-03-15,Weeds,,0
2001-03-16,Trees,"OAK, BIRCH, SWEET GUM, JUNIPER, PINE",26.333333333333
2001-03-16,Grass,GRASS,5
2001-03-16,Weeds,,0
2001-03-19,Trees,"OAK, ELM, BIRCH, MAPLE, SWEET GUM",34
2001-03-19,Grass,,0
2001-03-19,Weeds,,0
2001-03-20,Trees,"OAK, SWEET GUM, ELM, BIRCH, ASH",25.666666666667
2001-03-20,Grass,GRASS,5
2001-03-20,Weeds,,0
2001-03-21,Trees,PINE,1.6666666666667
2001-03-21,Grass,,0
2001-03-21,Weeds,,0
2001-03-22,Trees,"OAK, ELM, MAPLE, ASH",23.333333333333
2001-03-22,Grass,,0
2001-03-22,Weeds,,0
2001-03-23,Trees,"MAPLE, JUNIPER, BIRCH, ELM, OAK",27.666666666667
2001-03-23,Grass,,0
2001-03-23,Weeds,"SHEEP SORREL, RAGWEED",5
2001-03-26,Trees,"JUNIPER, OAK, SWEET GUM, BIRCH, ELM",42.666666666667
2001-03-26,Grass,GRASS,5
2001-03-26,Weeds,SHEEP SORREL,2.5
2001-03-27,Trees,"JUNIPER, SWEET GUM, OAK, ELM, BIRCH",25
2001-03-27,Grass,,0
2001-03-27,Weeds,RAGWEED,2.5
2001-03-28,Trees,"OAK, ELM, SWEET GUM, JUNIPER, BIRCH",29
2001-03-28,Grass,,0
2001-03-28,Weeds,,0
2001-03-29,Trees,"SWEET GUM, OAK, PINE, BIRCH, BEECH",52.340425531915
2001-03-29,Grass,GRASS,5
2001-03-29,Weeds,SHEEP SORREL,2.5
2001-04-02,Trees,"OAK, SWEET GUM, BIRCH, BEECH, SYCAMORE",58.13829787234
2001-04-02,Grass,GRASS,10
2001-04-02,Weeds,,0
2001-04-03,Trees,"OAK, SWEET GUM, PINE, BIRCH, SYCAMORE",67.641843971631
2001-04-03,Grass,GRASS,10
2001-04-03,Weeds,,0
2001-04-04,Trees,"OAK, PINE, WILLOW, SWEET GUM, BIRCH",52.41134751773
2001-04-04,Grass,GRASS,10
2001-04-04,Weeds,,0
2001-04-05,Trees,"PINE, OAK, BIRCH, SWEET GUM, BEECH",67.09219858156
2001-04-05,Grass,GRASS,28.333333333333
2001-04-05,Weeds,SHEEP SORREL,10
2001-04-06,Trees,"OAK, PINE, BEECH, SWEET GUM, BIRCH",56.666666666667
2001-04-06,Grass,,0
2001-04-06,Weeds,,0
2001-04-09,Trees,"OAK, PINE, SWEET GUM, SYCAMORE, WILLOW",99
2001-04-09,Grass,GRASS,10
2001-04-09,Weeds,,0
2001-04-10,Trees,"PINE, OAK, SYCAMORE, SWEET GUM, BIRCH",99
2001-04-10,Grass,GRASS,20
2001-04-10,Weeds,,0
2001-04-11,Trees,"PINE, OAK, SWEET GUM, BIRCH, SYCAMORE",99
2001-04-11,Grass,GRASS,20
2001-04-11,Weeds,,0
2001-04-12,Trees,"PINE, OAK, SWEET GUM, BIRCH, SYCAMORE",99
2001-04-12,Grass,GRASS,20
2001-04-12,Weeds,,0
2001-04-13,Trees,"OAK, PINE, BIRCH, SYCAMORE, SWEET GUM",69.36170212766
2001-04-13,Grass,GRASS,10
2001-04-13,Weeds,RAGWEED,5
2001-04-14,Trees,"OAK, PINE, MULBERRY, SYCAMORE, ASH",74.521276595745
2001-04-14,Grass,GRASS,20
2001-04-14,Weeds,RAGWEED,5
2001-04-15,Trees,"OAK, SYCAMORE, PINE, MULBERRY, WILLOW",69.787234042553
2001-04-15,Grass,GRASS,50.277777777778
2001-04-15,Weeds,RAGWEED,5
2001-04-16,Trees,"OAK, PINE, SYCAMORE, WILLOW, BEECH",68.368794326241
2001-04-16,Grass,GRASS,31.666666666667
2001-04-16,Weeds,,0
2001-04-17,Trees,"OAK, PINE, SYCAMORE, WILLOW, BIRCH",70.673758865248
2001-04-17,Grass,GRASS,38.333333333333
2001-04-17,Weeds,,0
2001-04-18,Trees,"PINE, OAK, SYCAMORE, HICKORY, WILLOW",69.060283687943
2001-04-18,Grass,GRASS,20
2001-04-18,Weeds,,0
2001-04-19,Trees,"OAK, PINE, HICKORY, SYCAMORE, SWEET GUM",58.829787234043
2001-04-19,Grass,GRASS,28.333333333333
2001-04-19,Weeds,,0
2001-04-20,Trees,"OAK, PINE, SYCAMORE, HICKORY, WILLOW",51.790780141844
2001-04-20,Grass,GRASS,28.333333333333
2001-04-20,Weeds,RAGWEED,10
2001-04-21,Trees,"PINE, OAK, HICKORY, SYCAMORE, ASH",56.950354609929
2001-04-21,Grass,GRASS,31.666666666667
2001-04-21,Weeds,,0
2001-04-22,Trees,"PINE, OAK, HICKORY, SYCAMORE, WILLOW",56.524822695035
2001-04-22,Grass,GRASS,50
2001-04-22,Weeds,,0
2001-04-23,Trees,"PINE, HICKORY, OAK, MULBERRY, WILLOW",52.712765957447
2001-04-23,Grass,GRASS,50.277777777778
2001-04-23,Weeds,SHEEP SORREL,22.5
2001-04-24,Trees,"HICKORY, OAK, PINE, SYCAMORE, BIRCH",53.102836879433
2001-04-24,Grass,,0
2001-04-24,Weeds,,0
2001-04-25,Trees,"PINE, OAK, WALNUT, HICKORY, BEECH",54.450354609929
2001-04-25,Grass,GRASS,35
2001-04-25,Weeds,SHEEP SORREL,5
2001-04-26,Trees,"OAK, PINE, HICKORY, WILLOW, WALNUT",55.514184397163
2001-04-26,Grass,GRASS,38.333333333333
2001-04-26,Weeds,,0
2001-04-27,Trees,"OAK, PINE, MULBERRY, BIRCH, HICKORY",54.450354609929
2001-04-27,Grass,GRASS,31.666666666667
2001-04-27,Weeds,SHEEP SORREL,10
2001-04-28,Trees,"PINE, OAK, HACKBERRY, MULBERRY, WALNUT",51.950354609929
2001-04-28,Grass,GRASS,58.333333333333
2001-04-28,Weeds,,0
2001-04-29,Trees,"PINE, HICKORY, OAK, MULBERRY, SYCAMORE",52.712765957447
2001-04-29,Grass,GRASS,53.194444444444
2001-04-29,Weeds,,0
2001-04-30,Trees,"PINE, OAK, HICKORY, BIRCH, SYCAMORE",55.602836879433
2001-04-30,Grass,GRASS,50.555555555556
2001-04-30,Weeds,SHEEP SORREL,25.625
2001-05-01,Trees,"HICKORY, OAK, PINE, WILLOW, BIRCH",51.063829787234
2001-05-01,Grass,GRASS,35
2001-05-01,Weeds,,0
2001-05-02,Trees,"OAK, HICKORY, PINE, WALNUT, WILLOW",51.489361702128
2001-05-02,Grass,GRASS,52.361111111111
2001-05-02,Weeds,RAGWEED,5
2001-05-03,Trees,"HICKORY, OAK, PINE, WILLOW, WALNUT",51.294326241135
2001-05-03,Grass,GRASS,50
2001-05-03,Weeds,SHEEP SORREL,10
2001-05-04,Trees,"HICKORY, OAK, PINE, WALNUT, WILLOW",50.372340425532
2001-05-04,Grass,GRASS,31.666666666667
2001-05-04,Weeds,SHEEP SORREL,10
2001-05-05,Trees,"OAK, HICKORY, PINE, WALNUT, WILLOW",41.666666666667
2001-05-05,Grass,GRASS,50.277777777778
2001-05-05,Weeds,SHEEP SORREL,10
2001-05-06,Trees,"OAK, HACKBERRY, PINE, BIRCH, MULBERRY",51.36524822695
2001-05-06,Grass,GRASS,52.638888888889
2001-05-06,Weeds,"SHEEP SORREL, PLANTAIN, CATTAIL",26.875
2001-05-07,Trees,"OAK, PINE, HICKORY, BIRCH, WALNUT",47.333333333333
2001-05-07,Grass,GRASS,52.361111111111
2001-05-07,Weeds,"NETTLE, PLANTAIN",17.5
2001-05-08,Trees,"PINE, WALNUT, HICKORY, WILLOW, MULBERRY",45.333333333333
2001-05-08,Grass,GRASS,38.333333333333
2001-05-08,Weeds,SHEEP SORREL,5
2001-05-09,Trees,"HICKORY, PINE, WALNUT, WILLOW, BIRCH",46
2001-05-09,Grass,GRASS,50
2001-05-09,Weeds,"PLANTAIN, SHEEP SORREL",17.5
2001-05-10,Trees,"PINE, HICKORY, OAK, WILLOW, MULBERRY",30
2001-05-10,Grass,GRASS,31.666666666667
2001-05-10,Weeds,SHEEP SORREL,5
2001-05-11,Trees,"HICKORY, PINE, WALNUT, BIRCH, MULBERRY",35.333333333333
2001-05-11,Grass,GRASS,38.333333333333
2001-05-11,Weeds,"PLANTAIN, SHEEP SORREL",25.625
2001-05-12,Trees,"HICKORY, WILLOW, PINE, MULBERRY, MAPLE",35.333333333333
2001-05-12,Grass,GRASS,50.555555555556
2001-05-12,Weeds,"PLANTAIN, NETTLE",17.5
2001-05-13,Trees,"PINE, HICKORY, WILLOW, WALNUT, SYCAMORE",28
2001-05-13,Grass,GRASS,48.333333333333
2001-05-13,Weeds,"PLANTAIN, SHEEP SORREL",15
2001-05-14,Trees,"PINE, HICKORY, MULBERRY, OAK, WILLOW",44.666666666667
2001-05-14,Grass,GRASS,53.888888888889
2001-05-14,Weeds,"PLANTAIN, RAGWEED",10
2001-05-15,Trees,"PINE, HICKORY, OAK, MULBERRY, WALNUT",38.666666666667
2001-05-15,Grass,GRASS,56.805555555556
2001-05-15,Weeds,"CATTAIL, PLANTAIN, SHEEP SORREL",17.5
2001-05-16,Trees,"PINE, HICKORY, OAK, MULBERRY, WALNUT",34.333333333333
2001-05-16,Grass,GRASS,51.805555555556
2001-05-16,Weeds,"SHEEP SORREL, PLANTAIN, RAGWEED",29.375
2001-05-17,Trees,"PINE, HICKORY, WALNUT, WILLOW, MULBERRY",29.333333333333
2001-05-17,Grass,GRASS,52.361111111111
2001-05-17,Weeds,"PLANTAIN, SHEEP SORREL",28.125
2001-05-18,Trees,"PINE, HICKORY, SYCAMORE, OAK, BIRCH",29.333333333333
2001-05-18,Grass,GRASS,51.805555555556
2001-05-18,Weeds,"PLANTAIN, RAGWEED",17.5
2001-05-19,Trees,"PINE, HICKORY, WALNUT, WILLOW, OAK",28.666666666667
2001-05-19,Grass,GRASS,51.111111111111
2001-05-19,Weeds,"PLANTAIN, SHEEP SORREL",25.625
2001-05-20,Trees,"PINE, HICKORY, WILLOW",28.666666666667
2001-05-20,Grass,GRASS,41.666666666667
2001-05-20,Weeds,PLANTAIN,5
2001-05-21,Trees,"PINE, WILLOW",8.3333333333333
2001-05-21,Grass,GRASS,33.333333333333
2001-05-21,Weeds,PLANTAIN,5
2001-05-22,Trees,"HICKORY, PINE, MULBERRY, WILLOW",21.666666666667
2001-05-22,Grass,GRASS,50
2001-05-22,Weeds,"SHEEP SORREL, PLANTAIN, PIGWEED",25.625
2001-05-23,Trees,,0
2001-05-23,Grass,GRASS,45
2001-05-23,Weeds,"PLANTAIN, SHEEP SORREL, NETTLE",26.875
2001-05-24,Trees,PINE,1.6666666666667
2001-05-24,Grass,GRASS,36.666666666667
2001-05-24,Weeds,"RAGWEED, SHEEP SORREL, PIGWEED",7.5
2001-05-25,Trees,"OAK, HICKORY",6.6666666666667
2001-05-25,Grass,GRASS,38.333333333333
2001-05-25,Weeds,"PLANTAIN, RAGWEED, SHEEP SORREL",26.875
2001-05-26,Trees,"PINE, WILLOW, OAK",16.666666666667
2001-05-26,Grass,GRASS,5
2001-05-26,Weeds,"SHEEP SORREL, PLANTAIN",2.5
2001-05-27,Trees,,0
2001-05-27,Grass,GRASS,5
2001-05-27,Weeds,"PLANTAIN, SHEEP SORREL",2.5
2001-05-28,Trees,"PINE, OAK, WALNUT",8.3333333333333
2001-05-28,Grass,GRASS,20
2001-05-28,Weeds,"RAGWEED, SHEEP SORREL, NETTLE, COCKLEBUR",7.5
2001-05-29,Trees,PINE,1.6666666666667
2001-05-29,Grass,GRASS,20
2001-05-29,Weeds,"PLANTAIN, RAGWEED",17.5
2001-05-30,Trees,"PINE, OAK, MULBERRY",8.3333333333333
2001-05-30,Grass,GRASS,41.666666666667
2001-05-30,Weeds,"RAGWEED, PLANTAIN",5
2001-05-31,Trees,PINE,11.666666666667
2001-05-31,Grass,GRASS,40
2001-05-31,Weeds,PLANTAIN,10
2001-06-01,Trees,"PINE, OAK, JUNIPER",8.3333333333333
2001-06-01,Grass,GRASS,28.333333333333
2001-06-01,Weeds,"PLANTAIN, RAGWEED",15
2001-06-02,Trees,"MULBERRY, OAK, PINE, WILLOW",3.3333333333333
2001-06-02,Grass,GRASS,10
2001-06-02,Weeds,PLANTAIN,2.5
2001-06-03,Trees,"PINE, WILLOW",6.6666666666667
2001-06-03,Grass,GRASS,5
2001-06-03,Weeds,PLANTAIN,2.5
2001-06-04,Trees,JUNIPER,1.6666666666667
2001-06-04,Grass,GRASS,5
2001-06-04,Weeds,PLANTAIN,2.5
2001-06-05,Trees,,0
2001-06-05,Grass,GRASS,10
2001-06-05,Weeds,"PLANTAIN, COCKLEBUR",10
2001-06-06,Trees,,0
2001-06-06,Grass,GRASS,10
2001-06-06,Weeds,"PLANTAIN, PIGWEED, NETTLE",7.5
2001-06-07,Trees,"PINE, WILLOW",3.3333333333333
2001-06-07,Grass,GRASS,10
2001-06-07,Weeds,"PLANTAIN, PIGWEED, RAGWEED",17.5
2001-06-08,Trees,PINE,1.6666666666667
2001-06-08,Grass,GRASS,10
2001-06-08,Weeds,PLANTAIN,2.5
2001-06-09,Trees,PINE,1.6666666666667
2001-06-09,Grass,GRASS,10
2001-06-09,Weeds,"PLANTAIN, NETTLE",7.5
2001-06-10,Trees,"PINE, WILLOW",1.6666666666667
2001-06-10,Grass,GRASS,15
2001-06-10,Weeds,"PLANTAIN, PIGWEED, RAGWEED",7.5
2001-06-11,Trees,,0
2001-06-11,Grass,GRASS,10
2001-06-11,Weeds,"PLANTAIN, PIGWEED, SHEEP SORREL",20
2001-06-12,Trees,OAK,1.6666666666667
2001-06-12,Grass,GRASS,10
2001-06-12,Weeds,"PLANTAIN, RAGWEED",12.5
2001-06-13,Trees,PINE,1.6666666666667
2001-06-13,Grass,GRASS,20
2001-06-13,Weeds,"PLANTAIN, PIGWEED",10
2001-06-14,Trees,"PINE, JUNIPER",3.3333333333333
2001-06-14,Grass,GRASS,20
2001-06-14,Weeds,"PLANTAIN, RAGWEED, NETTLE, PIGWEED",22.5
2001-06-15,Trees,,0
2001-06-15,Grass,GRASS,10
2001-06-15,Weeds,"RAGWEED, PLANTAIN, NETTLE, COCKLEBUR, SHEEP SORREL",10
2001-06-18,Trees,"PINE, WILLOW, BEECH",6.6666666666667
2001-06-18,Grass,GRASS,30
2001-06-18,Weeds,"PLANTAIN, RAGWEED",10
2001-06-19,Trees,"WILLOW, PINE, OAK, JUNIPER, BIRCH",8.3333333333333
2001-06-19,Grass,GRASS,26.666666666667
2001-06-19,Weeds,PLANTAIN,5
2001-06-20,Trees,PINE,1.6666666666667
2001-06-20,Grass,GRASS,28.333333333333
2001-06-20,Weeds,"PLANTAIN, NETTLE",10
2001-06-21,Trees,"PINE, OAK, HICKORY, WILLOW",5
2001-06-21,Grass,GRASS,10
2001-06-21,Weeds,"PLANTAIN, RAGWEED",12.5
2001-06-22,Trees,,0
2001-06-22,Grass,GRASS,20
2001-06-22,Weeds,"PLANTAIN, RAGWEED",26.25
2001-06-25,Trees,"PINE, OAK",8.3333333333333
2001-06-25,Grass,GRASS,10
2001-06-25,Weeds,PLANTAIN,2.5
2001-06-26,Trees,,0
2001-06-26,Grass,GRASS,10
2001-06-26,Weeds,"PLANTAIN, RAGWEED",2.5
2001-06-27,Trees,PINE,3.3333333333333
2001-06-27,Grass,GRASS,5
2001-06-27,Weeds,"PLANTAIN, RAGWEED, NETTLE",7.5
2001-06-28,Trees,,0
2001-06-28,Grass,GRASS,10
2001-06-28,Weeds,"PLANTAIN, SHEEP SORREL",5
2001-06-29,Trees,"MULBERRY, OAK, WILLOW",3.3333333333333
2001-06-29,Grass,GRASS,10
2001-06-29,Weeds,,0
2001-07-02,Trees,PINE,1.6666666666667
2001-07-02,Grass,GRASS,5
2001-07-02,Weeds,"RAGWEED, PLANTAIN, SHEEP SORREL",7.5
2001-07-03,Trees,PINE,1.6666666666667
2001-07-03,Grass,GRASS,5
2001-07-03,Weeds,RAGWEED,2.5
2001-07-05,Trees,PINE,1.6666666666667
2001-07-05,Grass,GRASS,10
2001-07-05,Weeds,"PLANTAIN, SHEEP SORREL",7.5
2001-07-06,Trees,PINE,1.6666666666667
2001-07-06,Grass,GRASS,10
2001-07-06,Weeds,PLANTAIN,7.5
2001-07-09,Trees,PINE,1.6666666666667
2001-07-09,Grass,GRASS,15
2001-07-09,Weeds,"PLANTAIN, NETTLE, PIGWEED, SHEEP SORREL",15
2001-07-10,Trees,PINE,1.6666666666667
2001-07-10,Grass,GRASS,5
2001-07-10,Weeds,"PLANTAIN, RAGWEED, SHEEP SORREL",5
2001-07-11,Trees,,0
2001-07-11,Grass,GRASS,10
2001-07-11,Weeds,"PLANTAIN, RAGWEED, SHEEP SORREL",12.5
2001-07-12,Trees,PINE,1.6666666666667
2001-07-12,Grass,GRASS,5
2001-07-12,Weeds,"PLANTAIN, RAGWEED",5
2001-07-13,Trees,PINE,1.6666666666667
2001-07-13,Grass,GRASS,10
2001-07-13,Weeds,"PLANTAIN, RAGWEED, SHEEP SORREL",7.5
2001-07-16,Trees,"WILLOW, PINE",3.3333333333333
2001-07-16,Grass,,0
2001-07-16,Weeds,"PLANTAIN, NETTLE",15
2001-07-17,Trees,"WILLOW, PINE",5
2001-07-17,Grass,GRASS,10
2001-07-17,Weeds,"PLANTAIN, PIGWEED",10
2001-07-18,Trees,"WILLOW, PINE",3.3333333333333
2001-07-18,Grass,GRASS,15
2001-07-18,Weeds,"PLANTAIN, NETTLE, RAGWEED, PIGWEED",22.5
2001-07-19,Trees,PINE,1.6666666666667
2001-07-19,Grass,GRASS,15
2001-07-19,Weeds,"PIGWEED, PLANTAIN, NETTLE, RAGWEED",17.5
2001-07-20,Trees,,0
2001-07-20,Grass,GRASS,10
2001-07-20,Weeds,"RAGWEED, PLANTAIN, PIGWEED, NETTLE, SHEEP SORREL",15
2001-07-23,Trees,WILLOW,1.6666666666667
2001-07-23,Grass,,0
2001-07-23,Weeds,"NETTLE, PIGWEED, RAGWEED",10
2001-07-24,Trees,,0
2001-07-24,Grass,GRASS,5
2001-07-24,Weeds,PLANTAIN,5
2001-07-25,Trees,,0
2001-07-25,Grass,,0
2001-07-25,Weeds,RAGWEED,2.5
2001-07-26,Trees,,0
2001-07-26,Grass,GRASS,5
2001-07-26,Weeds,"PLANTAIN, SHEEP SORREL",5
2001-07-27,Trees,,0
2001-07-27,Grass,GRASS,5
2001-07-27,Weeds,"PLANTAIN, NETTLE",7.5
2001-07-30,Trees,,0
2001-07-30,Grass,GRASS,15
2001-07-30,Weeds,RAGWEED,2.5
2001-07-31,Trees,,0
2001-07-31,Grass,GRASS,10
2001-07-31,Weeds,"PIGWEED, NETTLE, PLANTAIN, RAGWEED",17.5
2001-08-01,Trees,,0
2001-08-01,Grass,GRASS,15
2001-08-01,Weeds,"NETTLE, RAGWEED, PIGWEED, PLANTAIN",22.5
2001-08-02,Trees,,0
2001-08-02,Grass,GRASS,10
2001-08-02,Weeds,"PLANTAIN, NETTLE, PIGWEED",10
2001-08-03,Trees,WILLOW,1.6666666666667
2001-08-03,Grass,GRASS,10
2001-08-03,Weeds,"NETTLE, PIGWEED",12.5
2001-08-06,Trees,,0
2001-08-06,Grass,,0
2001-08-06,Weeds,"NETTLE, PIGWEED, RAGWEED",17.5
2001-08-07,Trees,,0
2001-08-07,Grass,GRASS,5
2001-08-07,Weeds,RAGWEED,2.5
2001-08-08,Trees,,0
2001-08-08,Grass,,0
2001-08-08,Weeds,"NETTLE, PLANTAIN, RAGWEED",10
2001-08-09,Trees,WILLOW,3.3333333333333
2001-08-09,Grass,GRASS,10
2001-08-09,Weeds,"NETTLE, DOG FENNEL, RAGWEED",15
2001-08-10,Trees,,0
2001-08-10,Grass,,0
2001-08-10,Weeds,"NETTLE, SHEEP SORREL, RAGWEED, DOG FENNEL",7.5
2001-08-13,Trees,,0
2001-08-13,Grass,,0
2001-08-13,Weeds,"SHEEP SORREL, PIGWEED, RAGWEED",5
2001-08-14,Trees,,0
2001-08-14,Grass,GRASS,10
2001-08-14,Weeds,,0
2001-08-15,Trees,,0
2001-08-15,Grass,GRASS,5
2001-08-15,Weeds,"NETTLE, RAGWEED",5
2001-08-16,Trees,WILLOW,1.6666666666667
2001-08-16,Grass,GRASS,5
2001-08-16,Weeds,"PIGWEED, NETTLE",10
2001-08-17,Trees,,0
2001-08-17,Grass,GRASS,15
2001-08-17,Weeds,"NETTLE, PIGWEED",26.875
2001-08-20,Trees,WILLOW,1.6666666666667
2001-08-20,Grass,GRASS,26.666666666667
2001-08-20,Weeds,"NETTLE, RAGWEED",17.5
2001-08-21,Trees,,0
2001-08-21,Grass,GRASS,10
2001-08-21,Weeds,"RAGWEED, SHEEP SORREL",12.5
2001-08-22,Trees,,0
2001-08-22,Grass,GRASS,5
2001-08-22,Weeds,"RAGWEED, PIGWEED, NETTLE",20
2001-08-23,Trees,PINE,1.6666666666667
2001-08-23,Grass,GRASS,5
2001-08-23,Weeds,"RAGWEED, SHEEP SORREL, NETTLE, PIGWEED, PLANTAIN",20
2001-08-24,Trees,PINE,1.6666666666667
2001-08-24,Grass,GRASS,20
2001-08-24,Weeds,"PIGWEED, RAGWEED, NETTLE",12.5
2001-08-27,Trees,,0
2001-08-27,Grass,GRASS,10
2001-08-27,Weeds,"RAGWEED, NETTLE, PIGWEED",29.375
2001-08-28,Trees,,0
2001-08-28,Grass,GRASS,25
2001-08-28,Weeds,"RAGWEED, PIGWEED, NETTLE",25.625
2001-08-29,Trees,,0
2001-08-29,Grass,GRASS,20
2001-08-29,Weeds,"RAGWEED, NETTLE, PIGWEED",25.625
2001-08-30,Trees,,0
2001-08-30,Grass,GRASS,10
2001-08-30,Weeds,"RAGWEED, NETTLE, PIGWEED",27.5
2001-08-31,Trees,,0
2001-08-31,Grass,GRASS,10
2001-08-31,Weeds,"RAGWEED, NETTLE",7.5
2001-09-04,Trees,,0
2001-09-04,Grass,,0
2001-09-04,Weeds,RAGWEED,2.5
